Name,Count
elect,8
changes,62
imposed,12
dynamism,4
infectious,39
troll,3
section,32
local,43
valley,23
dolls,22
mcconaughey,11
irony-free,10
bale,16
reduced,42
batting,10
eyelids,25
innovation,38
fumbles,10
accumulated,15
crucial,69
third,136
miscalculation,19
presume,7
however,132
presented,74
trot,6
science-fiction,40
bug-eyed,17
monsters,86
futuristic,32
skimpy,16
clothes,73
loquacious,15
tides,8
nail,16
spirit-crushing,10
ennui,10
denuded,10
giving,219
arduous,16
homes,60
pull,107
domineering,14
mother,149
clash,28
naturalistic,60
jagger,41
stoppard,12
apted,21
admittedly,45
jacquot,38
preserves,7
tosca,41
ardor,9
slummer,3
jazz,14
marginal,80
competence,18
chasing,32
ghost,102
ship,74
landbound,10
surprises,198
subzero,12
inc.,14
latter,56
imagination,297
inc,8
1960s,25
rebellion,36
misdirected,6
millions,32
dollars,13
heaped,4
reap,42
rewards,61
spiffy,17
technique,69
weaponry,23
neurosis,8
negativity,3
digital,120
communicates,16
ill-constructed,9
fatally,14
consistent,36
degenerating,7
pious,10
charlie,64
hunnam,3
twinkling,8
repressed,47
smile,106
carry,63
dickensian,26
measured,54
like-themed,9
oscar-sweeping,10
rates,9
exceptional,52
brian,49
depalma,6
alfred,35
hitchcock,48
drinking,8
twelve,9
beers,13
asleep,10
thank,30
hawaiian,31
trimmings,12
rowdy,58
lilo,30
pulled,52
tear-stained,12
shirley,30
temple,31
uplifter,5
raucous,24
ethnic,55
sitcom,143
wise,121
regrets,10
pride,29
stacy,8
jell,49
sean,16
penn,17
monotone,14
narration,27
respects,17
sentimentalizing,15
nonstop,29
artifice,74
histrionics,20
compensate,33
paper-thin,47
facile,44
skit-com,5
fervently,35
deposited,5
self-absorbed,34
daughters,25
lohman,20
adapts,3
required,84
kosminsky,21
wall,62
erects,15
accomplishments,24
maintained,14
impact,229
storyline,134
nachtwey,32
image,74
sees,66
revitalize,18
clung-to,18
belongs,101
marvelous,65
verdu,8
earth,89
mourns,11
embraces,52
assured,79
glossy,61
shot,358
brittle,15
fear,137
bewildered,11
artsy,49
visuals,123
disappointment,28
charles,49
iii,22
lapping,10
kicks,32
gear,23
import,36
relatively,113
effortless,28
labute,32
balances,20
traditional,103
overwhelms,21
perry,35
serving,42
fluff,61
anemic,28
nervous,54
effectiveness,19
spin,54
hopelessly,34
control,102
kane,19
gender-provoking,10
submerged,9
phone,57
fax,15
confusing,100
melange,11
tones,64
styles,39
buoyant,74
friendship,177
deft,77
ally,9
mcbeal-style,10
sundance,47
festival,152
buzz-obsessed,7
descend,10
utah,12
january,32
ferret,11
slyly,11
anti-adult,7
bewilderingly,12
discovery,88
surely,71
widen,6
continent,11
rose-colored,14
glasses,25
matthew,61
lillard,16
born,25
shaggy,49
colour,21
chekhov,47
profound,142
self-important,41
succumbing,20
repellent,34
endear,12
notable,42
seesawing,12
lived,118
lightness,36
strictness,6
italian,128
beginners,23
aimlessness,14
continually,17
perceptions,10
guilt,31
noble,74
justify,88
good-naturedly,9
cornball,9
ararat,17
astray,19
talking,138
heads,74
etc,62
justice,156
discursive,5
necessary,131
grinning,10
chokes,23
self-consciousness,13
wish,145
longer,164
matrix,13
massacres,7
erupt,7
tougher,18
balancing,19
kafka-inspired,11
elegantly,42
produced,145
expressively,4
six,61
crystallize,7
minutely,9
wonders,34
dreamlike,23
ecstasy,10
filmed,134
lavishly,12
exhilaratingly,5
tasteless,24
unendurable,22
ultra-provincial,9
yorker,28
26-year-old,7
reese,18
witherspoon,67
inject,28
pure,197
melanie,15
carmichael,13
massive,34
infusion,19
richard,74
pryor,33
mined,9
horrors,38
fool,59
gold,31
made-for-home-video,7
quickie,21
slender,23
80-minute,11
reminiscent,49
signs,92
occur,21
merchant-ivory,4
continues,61
systematically,6
destroy,31
dear,36
begun,22
split,18
whodunit,26
strangers,39
cockeyed,3
befuddled,11
press,40
delete,5
daily,62
activities,21
moon,21
passions,36
fuel,10
achievements,21
stranded,7
appetites,10
guarded,12
resentful,7
betty,46
needy,23
margot,7
front,130
demonstrated,8
mixing,17
idiosyncratic,61
2000,38
shanghai,49
noon,15
send-up,7
blanks,12
calls,50
slackers,57
insulting,56
childish,39
jealousy,95
deniro,48
called,184
travis,16
bickle,16
odd,197
off-kilter,24
hobbled,5
half-baked,41
setups,24
sluggish,36
aside,74
showing,102
explicit,23
two-drink-minimum,12
learned,47
understated,70
jack,89
intense,151
anonymity,9
environments,9
maguire,9
falters,19
action-oriented,14
authenticity,36
requires,32
enemy,53
shoot,118
straight,213
wow,85
knew,79
dickens,57
light-hearted,37
anyway,65
peek,40
skateboard,26
revolution,116
anthropology,7
live-wire,5
ability,179
amaze,16
kirshner,11
wins,63
rudy,4
yellow,28
lodge,5
eyre,44
sweat,39
clarify,19
creation,102
lessons,62
trickster,15
spider,36
large-format,7
musicians,40
regalia,21
incredible,41
sound,225
system,77
toes,32
spy,272
12-year-old,31
unmemorable,23
lengthy,48
resents,8
inhale,11
gutter,14
romancer,15
suavity,10
classical,44
prevails,16
hit,234
handles,25
nuclear,42
evenly,9
milks,9
building,92
move,128
niblet,4
fascinate,20
lately,6
surprised,48
lika,9
da,10
biggest,64
nymphette,11
juliette,31
salt-of-the-earth,12
mommy,12
named,63
minnie,11
slim,23
travel,78
incognito,10
wig,12
shop,35
timid,28
soggy,85
similar,77
frothy,22
laden,9
tinged,7
undertones,16
pedestrian,45
comment,33
rob,65
schneider,71
prissy,16
dominated,20
loud,193
special-effects-laden,11
extravaganzas,21
struck,28
precision,47
bother,89
spot,78
laid,25
absurdities,23
accumulate,3
navel,7
party-hearty,4
scalds,6
acid,19
stark,39
reminder,45
casualties,6
reach,121
made-for-tv,29
posing,27
frames,22
ethical,20
philosophical,112
plympton,57
shorts,18
marginally,18
doubtful,6
bread,15
redneck-versus-blueblood,9
trades,11
diverting,113
jeff,19
foxworthy,13
oh,22
angle,50
classics,66
communal,60
yesteryear,10
inability,26
sentimentalist,6
e,31
bill,52
paxton,43
contentedly,8
certain,218
uncomfortably,42
stench,8
hanging,17
addicted,8
forms,19
co-written,28
mattel,12
executives,28
lobbyists,13
tinsel,11
energizing,5
charting,5
rise,77
scratching,53
turntablism,28
relies,68
ironies,34
compellingly,22
unbelievable,49
finale,97
shelf,70
brooklyn,45
hoods,6
capitalize,28
popularity,40
vin,24
diesel,52
seth,13
pepper,11
spends,30
mcadams,9
blisteringly,12
scarily,10
sorrowfully,9
surveys,11
kieran,15
culkin,22
pitch-perfect,29
holden,13
son,146
wife,168
acumen,11
cary,16
katherine,5
seriocomic,5
georgian-israeli,6
dover,31
kosashvili,32
eat,65
brussels,12
sprouts,12
snaps,14
strain,74
contrivances,96
reassure,10
small-scale,8
responsibility,28
boasts,40
eye-catching,13
forcefully,31
freud,19
sade,85
kinnear,18
portrayal,69
losers,26
fantastic,100
vital,73
weakly,9
mojo,29
notorious,56
c.h.o,14
tall,44
carlin,16
murphy,166
assumes,13
realize,83
exact,37
hundred,27
linklater,6
types,61
surefire,23
nomination,61
best-foreign-film,14
oscar,196
folk,56
learn,90
nonchallenging,13
life-affirming,70
walking,42
architecture,32
plods,32
methodically,8
assumption,16
communicating,11
grave,42
framework,16
remotely,43
mistake,90
changed,18
academic,17
brit,35
choice,60
upsets,13
shreds,12
fabric,68
virtual,5
roller-coaster,20
glamour,31
sleaze,5
hectic,20
homiletic,9
exhausting,44
mayhem,106
simone,43
rental,98
recalls,23
houseboat,7
reluctant,50
irresponsible,45
latches,15
onto,120
churn,15
unpretentious,32
janice,32
beard,15
aspects,124
implausibility,23
sags,8
pace,246
courageousness,11
employment,17
padded,14
jelly,9
belly,72
intelligently,20
edited,56
flow,92
pipeline,18
hitch,16
unexplored,27
punch-drunk,33
worked,128
maker,36
intent,50
aspires,32
cracked,11
adventures,61
buckaroo,10
banzai,10
astonishingly,50
witless,60
ford,72
fairlane,8
mariah,3
carey,3
glitter,16
wisegirls,19
gates,7
imaginative,140
barbs,6
adolescence,31
scorpion,24
conan,21
barbarian,8
pedro,2
rodrigues,8
unwillingness,7
define,30
motivations,56
vulgarity,29
cussing,15
backdrops,31
heels,24
gore-free,13
allusions,22
serial,80
murders,13
humanize,10
unsympathetic,25
someone,214
spiral,15
auto,19
focus,142
junkie,20
book-on-tape,5
stays,82
abridged,8
edition,42
amusedly,14
impatiently,26
strenuously,14
discover,38
presence,116
regain,16
ebullient,16
tunisian,14
transformation,48
tradition-bound,9
widow,19
frankenstein,4
mishmash,18
careens,19
bartleby,43
performs,15
chefs,9
fussing,9
recipe,47
canada,16
capturing,44
inner-city,42
reagan,12
prison,78
stretch,19
haywire,9
manifesto,22
listen,77
tori,11
amos,12
ah-nuld,4
gleefully,14
thumpingly,6
hyperbolic,13
compendium,31
jaded,46
phony,57
baloney,15
biz,38
sweetest,16
bitter,102
setup,35
leaks,28
flattening,9
1957,10
favored,18
laid-back,10
aloof,20
cruel,89
misanthropic,33
surrealism,12
symbols,17
float,10
butterflies,19
spinning,46
styx,9
sting,50
bees,14
thumbs,51
top-notch,42
answered,7
slightest,32
accepting,17
ya-yas,9
everywhere,18
forgive,94
reflected,5
commands,17
solely,21
lampoon,56
tomcats,24
indieflick,5
trims,10
rescue,43
funk,18
wedge,11
berg,21
j.,42
wilson,76
ackerman,4
episodes,55
looney,10
tunes,30
j,34
cia,54
ryan,117
openness,38
perspectives,17
ideological,22
differences,39
fizz,33
control-alt-delete,4
clear,217
oh-so-important,7
category,69
feathers,56
enriched,16
unforced,60
grand-scale,7
larger-than-life,21
awarded,15
status,59
howler,14
feminist,39
thinly,28
semi-autobiographical,5
bugsy,18
caterer,20
renner,22
revulsion,18
unease,25
all-powerful,6
pop-cyber,10
feeds,15
bjorkness,10
western,61
overbearing,40
concern,66
north,25
korea,40
future,283
schumacher,21
bringing,87
hopkins\/rock,10
collision,46
personas,30
trinity,8
approaches,17
shocking,102
ratliff,33
reflects,18
earnestness,62
terrifying,89
cynic,8
awfully,35
dots,35
spelled,16
surrounding,70
hyper-artificiality,5
racism,34
homophobia,13
titus,25
brio,15
frontal,75
opens,43
nationwide,18
classified,29
movie-industry,12
inclusiveness,8
definitive,43
disingenuous,22
recognizably,6
bothered,18
construct,48
manhood,29
complicated,148
spiteful,12
idiots,43
salvaged,7
insufferable,22
meant,65
existential,68
savvy,62
delves,4
passive-aggressive,10
psychology,75
co-dependence,9
self-esteem,30
flashbacks,29
trite,94
observations,90
condition,111
out-of-field,9
collage,18
polemical,20
tract,20
grossest,5
establishing,6
tried,53
principal,22
singers,8
tenor,25
richly,60
distortions,19
tacky,19
nonsense,118
wistful,32
testosterone-charged,13
wizardry,13
wal-mart,27
formuliac,2
printed,11
page,33
iles,12
sight,134
spaceship,21
launching,8
pad,8
duly,7
dimensions,21
astronauts,10
floating,34
cabins,12
hannibal,68
friend,89
dinner,52
nails,25
queasy,16
infatuation,8
ultra-violent,24
wannabe,70
1,47
thirty,34
personally,10
lies,77
ease,41
integrates,9
pasta-fagioli,12
orgy,14
excess,101
exploitation,72
taps,29
afterlife,26
communications,9
m.,37
sucked,28
mystic,18
genres,101
unbreakable,7
m,29
incisive,61
unabashed,34
bracing,42
elaborate,80
conceit,47
blood-soaked,13
murderous,40
nixon,13
drain,20
ghetto,52
janklowicz-mann,19
amir,14
mann,31
rests,15
voices,63
70s,19
1940s,25
redeeming,44
ahem,8
waterlogged,23
plumbs,7
uncharted,23
depths,57
stupidity,56
sub-sophomoric,10
concentrates,25
interplay,16
utter,102
hewitt,51
tribute,113
bravery,32
reporters,8
willingly,7
posterity,16
imaginary,7
hint,51
simplicity,69
aesop,7
masochism,25
blow,70
kids-cute,9
faked,12
stately,35
composition,37
buzz,29
whir,10
clicks,10
measure,80
imponderably,7
self-consciously,36
ravel,9
bolero,14
builds,47
crescendo,11
encompasses,19
paths,23
unwatchable,34
helpings,14
dawns,46
crises,23
ceremonies,14
scenery,87
cotswolds,11
thrill,57
rocks,12
ashamed,7
admitting,9
dish,62
goliath,21
demands,89
borders,52
hammy,28
mehta,18
ryosuke,2
languidly,14
paced,121
caffeinated,16
brilliance,61
dutiful,27
disciplined,14
grade-grubbers,13
shame,105
gaudy,26
shirt,10
fisher,90
poignancy,97
hooks,10
boarders,4
deserved,32
co-winner,11
award,64
absurdly,29
inappropriate,29
birot,47
well-defined,11
15,73
torments,9
angst,107
operatic,24
morphs,5
mundane,60
20th,56
stamina,20
vitality,64
cameo,14
choreography,23
two-thirds,25
scorsese,104
168-minute,8
entranced,25
brutally,84
numbness,7
competently,5
revision,6
enhancing,5
economic,33
subtext,41
morals,9
wendigo,28
art-house,51
trap,29
pretention,9
ten-year-old,9
steadfast,20
refusal,57
dualistic,14
suggestion,31
albeit,43
forgettable,149
wasted,88
perdition,29
excellence,7
demeo,20
puportedly,2
convolution,8
language,105
suggests,75
k-19,38
twenty-some,12
artsploitation,5
sour,76
exploration,133
underlay,14
relentless,84
gaiety,16
decoder,10
ring,89
door,52
talkiness,6
frequently,105
footage,164
hurts,18
pack,83
dynamite,14
sticks,40
built,69
alas,20
breathless,16
reaches,38
wholly,64
heart-wrenching,23
opinion,41
bloodbath,5
laughably,15
unbearable,30
alternate,46
wretchedly,8
inane,74
awful,200
well-paced,8
quitting,14
piercing,21
spikes,7
searches,13
vainly,12
feeble,12
examples,21
poke-mania,8
preceded,31
permeates,28
stortelling,8
oftentimes,13
cowardly,11
autocritique,9
road-trip,40
getting,283
veggies,10
choose,91
interpret,9
optimistic,34
scott,45
lothario,10
overwrought,95
bodice-ripper,18
adamant,8
streak,30
warm-blooded,8
disparate,38
denizens,27
\*\*,13
holes,120
generating,39
iraqi,22
poised,24
receive,43
un,12
inspector,12
jeffrey,23
jazz-playing,7
exterminator,7
oscar-worthy,11
rise-and-fall,5
moralistic,17
consequences,72
ears,48
peevish,5
gimmicky,21
eclipse,10
disgrace,8
vehicle,142
doltish,10
uneventful,23
skunk,11
severe,43
odor,16
crap,81
leash,19
polite,10
scale,73
heights,38
joe,83
dante,31
similarly,59
styled,17
gremlins,16
78,4
zings,14
vibrance,9
dependable,8
botched,11
droll,68
tanks,11
rising,55
broomfield,85
manifestation,8
institutionalized,8
slavery,8
black-owned,10
label,29
white-empowered,10
wertmuller,26
self-defeatingly,6
decorous,6
hallmark,54
colin,20
coffee,62
oozes,5
craft,42
stevens,19
vibrant,96
countless,44
weighty,41
ponderous,55
filling,71
170,19
spell,85
tufano,7
widescreen,7
photography,96
grabowsky,6
parochial,12
mean,186
nicest,20
orders,16
earned,27
50-year,15
poky,5
pseudo-serious,16
workshops,9
affected,24
malaise,30
established,30
comfortable,79
liberties,28
goofiest,18
surest,7
all-around,8
anakin,9
lustrous,12
polished,100
creativity,108
kline,45
lend,42
naught,6
undercut,34
veering,9
slowness,5
primarily,45
perkiness,9
first-rate,78
strongly,56
over-blown,15
bruce,70
willis,62
scar,8
anyplace,10
visit,72
intensely,34
focused,72
travails,18
hal,30
function,32
accessible,151
screed,9
locales,49
distinctive,104
discourse,29
reserved,29
soar,24
nonjudgmental,26
monroe,3
out-bad-act,14
qutting,6
fluid,31
clyde,9
barrow,10
wishy-washy,18
sturm,13
und,13
drung,7
decisions,19
unsatisfactorily,7
nicole,13
kidman,33
evolved,23
superstar,37
quirkily,16
floppy,12
self-deprecating,60
stammers,11
oops,9
enveloping,20
breathe,37
geriatric,26
harry,92
wherein,12
cops,49
tends,45
psychological,283
italics,15
brusqueness,21
strays,24
mummy,28
masterpieces,8
frittered,6
middle-of-the-road,13
blandness,49
entry,74
oh-those-wacky-brits,9
ushered,11
straining,14
smash,38
observer,6
whiny,42
defensive,18
life-altering,11
nolan,17
penetrating,27
cinemantic,9
stimulating,28
supremely,33
cautionary,97
gratefully,15
received,20
jam-packed,3
literally,97
bruising,13
par,21
puff,16
gawky,10
spall,9
reveal,32
impressively,26
range,52
chateau,23
rudd,9
therapy-dependent,13
flakeball,13
spouting,10
malapropisms,11
pizazz,15
adults,275
sudsy,37
modernize,22
encomia,11
diversity,24
tolerance,30
sheets,21
hackneyed,159
concepts,12
dreaming,16
fencing,6
exciting,193
eminently,13
concert,66
recording,55
sessions,34
integrity,76
admirers,11
patched,19
miami,30
vice,39
elevate,34
ilk,24
notably,25
compassion,124
garnered,13
privy,23
misconstrued,12
weakness,13
revolting,6
boiling,28
simmer,11
orgasm,25
main,140
outcome,50
globetrotters-generals,13
juwanna,15
ludicrous,99
guy-in-a-dress,16
patric,13
ray,28
liotta,16
splendidly,14
often-hilarious,4
farce,138
sacrificing,26
high-minded,12
irrelevant,36
bottomlessly,5
adventues,9
steve,50
terri,20
dreaded,11
brown,124
snake,46
per,27
dismiss,36
confusion,37
altar,21
hip,124
in-jokey,11
technically,38
suspenser,8
abrupt,20
iq,18
races,38
discouraging,13
slide,35
well-contructed,6
careful,63
workout,29
ram,42
dass,44
moulds,5
up-and-coming,10
documentarians,21
pitfalls,50
endeavour,18
sun-drenched,10
parlor,9
titled,48
unpleasantly,6
immature,24
110,26
claustrophobic,71
sleeper,24
nuanced,73
pondering,7
pleasurable,55
feminism,10
dimensional,6
sunny,8
disposition,8
painterly,15
grenier,2
rapid-fire,24
delivery,134
toback,35
heidegger,10
nietzsche-referencing,8
rubbo,19
harsh,67
i.q,10
entered,17
disgusting,42
blandly,20
8,40
deceptions,36
undo,14
believability,39
entire,257
demonstrates,56
blockbusters,40
patriot,10
wallop,40
video-shot,10
represents,96
nadir,8
thriller\/horror,9
frozen,37
winter,37
landscapes,48
grenoble,9
geneva,8
mounting,19
expert,33
gradually,85
screening,40
saving,91
soul-stirring,5
israeli\/palestinian,6
worthwhile,129
apparently,67
reverie,12
regret,52
remembering,44
trusts,4
infectiously,6
presents,113
colorfully,3
wrapped,59
goodwill,31
creeps,17
3\/4th,7
spry,10
2001,10
rushed,33
sequel-for-the-sake,16
of-a-sequel,14
ingenuity,13
alain,4
choquart,5
portraying,33
turmoil,22
conduct,49
perpetual,29
urgency,83
unspool,18
derives,18
workman,12
grasp,79
pun,55
entendre,13
attendant,17
constantly,74
attention,278
cellophane-pop,8
punk,38
gentlemen,9
fabulous,29
stains,9
crossroads,33
inconsequential,62
runner,44
transports,13
repeated,34
vertical,15
limit,22
surfing,42
downtime,10
civics,11
classes,11
would-be,38
servants,19
wes,4
craven,37
elm,18
street,126
hills,28
schlock,24
temporal,6
inquiry,29
burden,9
lightly,15
compelled,6
twice,134
loosely,38
promises,47
gussied,18
distracting,31
tricks,85
shriek,13
imogen,8
kimmel,8
exploit,47
decent-enough,5
nail-biter,5
stands,80
franklin,18
afloat,40
concocted,19
carried,65
folks,132
scorn,26
name,174
impulses,44
commendable,7
harris,72
physically,31
disintegrating,29
boyd,13
consequence,27
patient,61
serenity,20
discipline,15
featuring,86
shockwaves,14
gratify,7
suspected,25
overrun,34
corrupt,19
weasels,17
opportunity,154
absurdist,49
burns,96
thoroughfare,11
sailor,25
blush,6
laddish,7
juvenile,72
pause,24
acquire,11
brash,36
something-borrowed,4
construction,44
loving,79
excuse,111
wan,31
sketched,13
nary,23
pollute,9
achingly,41
phonce,11
subplots,40
irk,11
reality-snubbing,3
hodgepodge,21
grows,89
decidedly,48
flimsier,7
out-sized,12
logically,11
porous,11
monsoon,61
gel,37
quaid,27
fearless,28
moore,107
underplays,6
long-suffering,28
heroine,88
unflappable,14
jane,60
wyman,12
june,11
cleaver,11
tradition,93
graduate,11
switches,23
recyclable,13
significant,110
reassembled,4
cutting-room,8
floor,36
daytime,74
brisk,51
reverent,13
rolling,46
honors,8
ol,36
ball-and-chain,9
ball,43
becoming,90
irresistibly,16
baran,21
amassed,8
elegant,80
intermingling,11
sophistication,29
craftsmanship,24
intergalactic,10
smell,35
grease,21
nicholas,71
nickleby,39
brightly,24
tend,25
margin,17
grow,116
sporadically,25
four-hour,13
cricket,20
zinger-filled,6
open-minded,19
elvis,14
inauspicious,6
mopes,8
plotless,24
meanderings,12
whimper,29
problems,179
derive,10
conversion,10
assayas,25
gallic,14
fusty,10
squareness,15
circular,9
returning,24
minkoff,9
rubin,7
updating,20
laundry,31
shortcomings,44
numerous,48
admission,63
turd,16
squashed,11
truck,26
preferably,11
semi,11
marshaled,7
service,120
strongest,20
mcmullen,9
n.m.,9
interchangeable,11
actioner,18
imbecilic,5
mafia,8
toolbags,4
botching,6
assignment,8
backwater,8
n.m,3
deliciously,19
wryly,21
observant,57
twentysomething,9
hotsies,9
hard-driving,9
narcissism,28
argento,30
nerve,53
concentration,13
tied,11
zany,26
downhill,11
unentertaining,9
middle-age,14
drink,45
piss,8
trees,42
b.s,19
excited,32
chocolate,27
eclair,11
waltz,9
somebody,63
suggested,21
stills,19
table,77
mattered,11
adventurous,55
inspiration,68
fringes,28
underground,21
fleet-footed,6
pleasingly,10
upbeat,27
efficient,20
suitably,16
anonymous,24
chiller,47
follow-up,18
1953,10
metaphorical,49
wherever,20
x-men,9
stiff,73
narcissists,6
compete,4
others,248
affections,6
departure,60
marked,12
decide,43
unreachable,6
operative,13
word,154
affirming,42
schmaltzy,39
motives,24
counterproductive,6
clear-eyed,24
represented,29
christian,85
quinn,33
leather,28
grunge-pirate,11
hairdo,14
gandalf,14
wind-tunnel,13
astounding,38
cor-blimey-luv-a-duck,14
cockney,15
brazen,9
stinker,29
fleeting,55
joys,38
oppressively,19
missed,85
uk,6
carter,5
newcastle,10
drips,15
blood,112
suppose,20
dad,51
picture-perfect,34
gave,56
energized,8
volletta,13
maternal,22
fury,22
fearlessness,29
crackles,12
creep,17
single-handed,3
tango,10
paris,34
rosemary,11
baby,43
well-conceived,7
benefits,25
supplied,4
epps,27
whimsicality,6
improvisation,21
yields,11
blind,85
crippled,27
amish,15
soldiers,67
kicking,54
food,79
advance,46
mail,10
shapiro,11
goldman,9
bolado,8
provoked,17
intolerable,38
hard-edged,8
exploitative,66
morally,47
street-smart,8
complete,164
retold,15
rackets,9
pseudo-rock-video,7
idiocy,42
ignite,11
wildly,135
careening,9
salvage,19
reputation,50
embarrassed,35
tissues,33
naipaul,36
possesses,28
languorous,42
psychodrama,12
chilling,118
advantage,47
rough-around-the-edges,10
constraints,32
depending,9
ignorant,16
fairies,5
shackles,2
espionage,22
weeks,91
giggle,13
boost,21
lowered,11
distant,40
self-control,9
redundancy,25
chouraqui,15
documentary-like,7
credibility,73
barbarism,11
cleansing,12
ridicule,19
generally,124
letterman,18
onion,10
proven,15
fertile,33
sources,43
develop,45
dolorous,6
trim,13
sporadic,26
dips,23
freudianism,11
raised,38
notches,18
kiddie,78
pablum,12
astringent,20
taut,47
sobering,59
far-fetched,25
thematic,74
mumbo,18
jumbo,32
redemptive,6
muddle,38
splashed,10
roundelay,10
partners,26
functions,28
partnerships,18
gator-bashing,6
delightful,171
behold,52
finesse,18
england,36
mitchell,8
handily,10
pleasing,60
notting,53
heft,29
feed,10
juiced,5
nemesis,30
paunchy,11
midsection,11
wickedly,74
undramatic,9
lucky,47
drab,48
inert,18
elvira,13
kaos,12
absorb,14
verges,16
streets,39
ash,14
wednesday,14
two-fifths,4
widget,13
jar-jar,11
binks,24
delirious,7
rattling,27
p.o.v,5
mounts,6
bikes,15
skateboards,7
motorcycles,8
immense,28
perfection,42
steal,34
anchors,12
rigid,41
witch-style,14
commitment,29
format,116
grandiosity,26
2\/3,6
backmasking,18
bio-pic,20
problematic,74
specifics,10
brainless,38
enjoyably,41
deuces,33
fifties,5
teen-gang,6
machismo,52
rough-trade,10
homo-eroticism,10
inimitable,28
discontent,14
twisting,23
boat,58
characterisation,2
introduction,39
theories,41
influence,51
derrida,71
inquisitive,23
invaluable,36
pastry,9
lagging,5
race,118
clockstoppers,51
crazy,192
mixed-up,17
dot,16
com,17
modem,16
disconnects,10
nights,49
exceeds,14
suggestive,17
readings,7
conditioning,27
goldbacher,11
partner,31
laurence,14
coriat,8
coinage,9
shifted,15
water-bound,19
land-based,17
recreates,17
physical,73
papin,24
pumpkin,41
pawn,14
disabilities,15
testing,7
decides,22
authentically,15
purposeless,20
pandemonium,3
tadpole,34
declared,13
prone,8
indignation,7
apply,53
susceptible,7
profane,31
stinging,11
valiantly,16
conscious,24
crisp,89
unaffected,33
cannes,49
bubbles,20
morrison,15
uncompromising,74
unbearably,27
goose-pimple,9
bruised,13
cloyingly,19
evelyn,48
marvin,12
gaye,12
supremes,12
medium,74
enter,80
accept,49
saddled,26
unwieldy,25
angles,10
cleaner,25
convincingly,18
paints,43
specifically,43
disassociation,8
opulent,6
lushness,6
match,155
surroundings,29
showgirls,25
exceedingly,45
\/,118
resonate,53
profundity,41
undeniable,69
10th,5
procession,29
cello,6
culled,4
funeral,55
cherish,26
dud,38
length,110
84,29
sentence,65
devastating,95
flaw,23
reliance,22
sharper,17
lens,19
benefited,14
tuxedo,54
tailor,17
alterations,13
listening,17
fascinates,30
shootings,28
beatings,11
shake,148
stick,54
video-viewing,10
pitch,60
poetics,14
savor,26
intersect,11
biopic,53
crane,42
olivier,16
fashioned,23
provincial,9
bourgeois,17
justifies,7
nifty,34
traffic,50
tykwer,22
kieslowski,38
pessimism,22
contradicts,7
aspired,11
kapur,47
o.k,13
deserve,98
appetizer,4
spots,63
slippery,39
footing,13
kiddies,20
sepia-tinted,5
metal,26
surround,25
moaning,13
antwone,63
obstacles,57
share,191
mounted,20
exasperatingly,11
well-behaved,7
ticks,8
kahlo,75
lifetime,77
accountant,13
insignificance,15
whiffle-ball,8
unfamiliar,40
mormon,19
singles,57
ward,13
bewildering,13
clumsily,58
toss-up,9
presiding,13
warden,12
flee,8
speaks,64
kill,53
friel,16
english,98
round,31
edges,55
sexist,18
racist,33
brow,19
snuck,6
courtroom,48
top-billed,21
credited,26
watered,9
useful,6
unoriginal,58
one-sidedness,5
flirts,23
verdict,9
holofcenter,8
illuminating,30
wrap,43
neatly,26
tie,15
staggeringly,27
well-produced,8
joylessly,5
whooshing,9
marvel,49
emptily,11
rediscovers,7
detached,44
doofus,20
hot-blooded,12
task,77
coburn,3
winners,36
inconceivable,9
brosnan,35
finest,81
non-bondish,5
leers,5
75-minute,5
sample,5
puerile,27
rubbish,4
resembling,43
pulling,63
pin,8
ransacked,9
reworking,15
die,116
cliffhanger,7
bratty,23
texan,7
unlimited,25
access,32
church,42
meetings,12
maiden,8
foolish,39
phoenix,17
lacking,157
charisma,137
esther,56
awakening,30
emphasized,19
audacity,42
deserving,15
discussion,54
smoochy,27
train,41
hoping,58
luck,49
ayala,3
supply,43
staid,14
sterile,17
martial,61
arts,72
gunplay,15
zero,21
puppy,5
neck,35
perform,25
describes,21
graffiti,7
fetishism,6
removed,13
copycat,21
siege,20
referred,11
enchanting,20
episodic,31
exhilarating,120
upside,18
unpleasantness,7
labor,38
weekend,20
upload,10
minimal,26
type,108
o,52
bruin,8
thou,6
sulky,17
overcoming-obstacles,7
sports-movie,8
choppy,65
surface-effect,10
by-the-book,4
washed,24
ocean,38
stylings,26
stockwell,11
warmed-over,35
hash,3
stormy,7
drowning,2
sucker,42
expands,17
telescope,12
high-profile,12
shoot-outs,6
fistfights,8
phlegmatic,10
vs.,45
ben,57
affleck,53
vs,68
true-blue,3
career-defining,6
spawn,6
fools,5
handful,82
branched,9
pseudo-witty,12
interpretations,22
characterization,73
hitler,22
ringu,25
hateful,14
lighthearted,42
glow,30
impudent,13
snickers,13
humankind,12
impressionistic,5
cinematography,144
point-of-view,13
fewer,48
slow-motion,8
quick-cut,12
edits,30
detract,14
athleticism,18
large,162
representing,5
cross-section,15
tavernier,18
bounds,7
rat-a-tat,10
gloriously,40
unsubtle,15
adrenalized,7
shockers,4
lisa,12
rinzler,9
liza,16
collapses,28
inhalant,12
blackout,12
achieve,58
callow,48
pretension,85
speculative,22
taylor,58
ill-considered,12
chances,68
doug,18
liman,25
colleagues,6
managed,44
satisfy,57
boom-bam,13
sacrifice,52
